Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
679.07,TraderOne,Tick,1622,1684,-62,62,155600,155900,31298,609202,627802,OK
679.53,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
679.69,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
680.0,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
680.16,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
680.47,TraderOne,Tick,1622,1684,-62,62,155500,155600,31298,609202,615402,OK
680.94,TraderOne,Tick,1622,1684,-62,62,155300,155600,31298,609202,627802,OK
680.94,TraderOne,Tick,1622,1684,-62,62,155300,155600,31298,609202,627802,OK
681.25,TraderOne,Tick,1622,1684,-62,62,155300,155600,31298,609202,627802,OK
681.41,TraderOne,Tick,1622,1684,-62,62,155300,155600,31298,609202,627802,OK
681.72,TraderOne,Tick,1622,1684,-62,62,155700,155600,31298,609202,603002,OK
681.88,TraderOne,Tick,1622,1684,-62,62,155700,155600,31298,609202,603002,OK
682.19,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
682.5,TraderOne,Tick,1622,1684,-62,62,155700,155700,31298,609202,609202,OK
682.97,TraderOne,Tick,1622,1694,-72,62,156200,155400,31142,2168358,592758,OK
682.97,TraderOne,Tick,1622,1694,-72,72,156200,155400,31142,614358,592758,OK
683.28,TraderOne,Tick,1622,1694,-72,72,156200,155400,31142,614358,592758,OK
683.44,TraderOne,Tick,1622,1694,-72,72,156200,155400,31142,614358,592758,OK
683.6,TraderOne,Tick,1622,1694,-72,72,156200,155400,31142,614358,592758,OK
683.91,TraderOne,Tick,1622,1694,-72,72,156200,155400,31142,614358,592758,OK
684.22,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
684.38,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
684.69,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
684.85,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
685.16,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
685.47,TraderOne,Tick,1622,1694,-72,72,155300,155400,31142,614358,621558,OK
685.78,TraderOne,Tick,1622,1694,-72,72,155300,155500,31142,614358,628758,OK
686.1,TraderOne,Tick,1622,1694,-72,72,155300,155600,31142,614358,635958,OK
686.41,TraderOne,Tick,1622,1694,-72,72,155300,155600,31142,614358,635958,OK
686.41,TraderOne,Tick,1622,1694,-72,72,155300,155600,31142,614358,635958,OK
686.72,TraderOne,Tick,1622,1694,-72,72,155600,155600,31142,614358,614358,OK
687.03,TraderOne,Tick,1622,1694,-72,72,155600,155600,31142,614358,614358,OK
687.35,TraderOne,Tick,1622,1694,-72,72,155600,155600,31142,614358,614358,OK
687.35,TraderOne,Tick,1622,1694,-72,72,155600,155600,31142,614358,614358,OK
687.82,TraderOne,Tick,1622,1694,-72,72,155600,155200,31142,614358,592758,OK
687.82,TraderOne,Tick,1622,1694,-72,72,155600,155100,31142,614358,592758,OK
688.13,TraderOne,Tick,1622,1694,-72,72,155600,155000,31142,614358,592758,OK
688.44,TraderOne,Tick,1622,1694,-72,72,155600,155000,31142,614358,592758,OK
688.75,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
689.07,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
689.07,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
689.38,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
689.69,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
690.0,TraderOne,Tick,1622,1704,-82,82,155300,155000,31453,616047,591447,OK
690.16,TraderOne,Tick,1622,1704,-82,82,155300,155100,31453,616047,599647,OK
690.63,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
690.63,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
690.94,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
691.1,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
691.41,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
691.88,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
691.88,TraderOne,Tick,1622,1704,-82,82,155300,155200,31453,616047,607847,OK
692.19,TraderOne,Tick,1622,1704,-82,82,155200,155200,31453,616047,616047,OK
692.35,TraderOne,Tick,1622,1704,-82,82,155200,155200,31453,616047,616047,OK
692.66,TraderOne,Tick,1622,1704,-82,82,155200,155200,31453,616047,616047,OK
692.97,TraderOne,Tick,1622,1704,-82,82,155200,155200,31453,616047,616047,OK
693.28,TraderOne,Tick,1622,1704,-82,82,155500,155200,31453,616047,591447,OK
693.6,TraderOne,Tick,1622,1704,-82,82,155500,155200,31453,616047,591447,OK
693.75,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
694.07,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
694.22,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
694.53,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
694.69,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
694.85,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
695.16,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
695.47,TraderOne,Tick,1622,1704,-82,82,155500,155100,31453,616047,591447,OK
695.63,TraderOne,Tick,1622,1704,-82,82,155200,155100,31453,616047,607847,OK
695.94,TraderOne,Tick,1622,1704,-82,82,155200,155100,31453,616047,607847,OK
696.25,TraderOne,Tick,1622,1704,-82,82,155200,155100,31453,616047,607847,OK
696.41,TraderOne,Tick,1622,1704,-82,82,155200,155100,31453,616047,607847,OK
696.88,TraderOne,Tick,1622,1704,-82,82,155100,155100,31453,616047,616047,OK
697.03,TraderOne,Tick,1622,1704,-82,82,155100,155100,31453,616047,616047,OK
697.35,TraderOne,Tick,1622,1704,-82,82,155100,155100,31453,616047,616047,OK
697.35,TraderOne,Tick,1622,1704,-82,82,155100,155600,31453,616047,640647,OK
697.66,TraderOne,Tick,1622,1704,-82,82,155100,155700,31453,616047,640647,OK
697.97,TraderOne,Tick,1622,1704,-82,82,155700,155700,31453,616047,616047,OK
698.28,TraderOne,Tick,1622,1704,-82,82,155700,155700,31453,616047,616047,OK
698.44,TraderOne,Tick,1622,1704,-82,82,155700,155700,31453,616047,616047,OK
698.75,TraderOne,Tick,1632,1704,-72,82,155100,155700,31298,-937798,640802,OK
699.07,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
699.07,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
699.38,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
699.69,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
700.0,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
700.16,TraderOne,Tick,1632,1704,-72,72,155100,155700,31298,617202,638802,OK
700.47,TraderOne,Tick,1632,1714,-82,72,155700,155700,31142,2173358,616358,OK
700.63,TraderOne,Tick,1632,1714,-82,82,155900,155700,31142,619358,602958,OK
700.94,TraderOne,Tick,1632,1714,-82,82,155900,155700,31142,619358,602958,OK
701.1,TraderOne,Tick,1632,1714,-82,82,155600,155700,31142,619358,627558,OK
701.41,TraderOne,Tick,1632,1714,-82,82,155600,155200,31142,619358,594758,OK
701.57,TraderOne,Tick,1632,1714,-82,82,155600,155200,31142,619358,594758,OK
702.03,TraderOne,Tick,1632,1714,-82,82,155600,155200,31142,619358,594758,OK
702.19,TraderOne,Tick,1632,1714,-82,82,155600,155200,31142,619358,594758,OK
702.5,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
702.66,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
702.82,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
703.28,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
703.6,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
703.75,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
703.91,TraderOne,Tick,1632,1714,-82,82,155000,155200,31142,619358,635758,OK
704.22,TraderOne,Tick,1632,1714,-82,82,154900,155200,31142,619358,643958,OK
704.53,TraderOne,Tick,1632,1714,-82,82,154900,155000,31142,619358,627558,OK
705.0,TraderOne,Tick,1632,1714,-82,82,155600,155000,31142,619358,594758,OK
705.47,TraderOne,Tick,1632,1714,-82,82,155600,155000,31142,619358,594758,OK
705.47,TraderOne,Tick,1632,1714,-82,82,155600,155000,31142,619358,594758,OK
705.78,TraderOne,Tick,1632,1714,-82,82,155600,155000,31142,619358,594758,OK
705.94,TraderOne,Tick,1632,1714,-82,82,155600,154800,31142,619358,594758,OK
706.25,TraderOne,Tick,1632,1714,-82,82,154800,154800,31142,619358,619358,OK
706.57,TraderOne,Tick,1632,1714,-82,82,154800,154800,31142,619358,619358,OK
707.03,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
707.19,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
707.66,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
707.66,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
707.97,TraderOne,Tick,1632,1714,-82,82,155400,154700,31142,619358,594758,OK
708.13,TraderOne,Tick,1632,1714,-82,82,154800,154700,31142,619358,611158,OK
708.44,TraderOne,Tick,1632,1714,-82,82,154800,154700,31142,619358,611158,OK
708.75,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
708.91,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
709.07,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
709.38,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
709.69,TraderOne,Tick,1632,1714,-82,82,154800,154600,31142,619358,602958,OK
709.85,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
710.16,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
710.47,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
710.78,TraderOne,Tick,1632,1714,-82,82,154800,154500,31142,619358,594758,OK
711.25,TraderOne,Tick,1632,1714,-82,82,155000,154400,31142,619358,594758,OK
711.41,TraderOne,Tick,1632,1714,-82,82,154800,154400,31142,619358,594758,OK
711.72,TraderOne,Tick,1632,1714,-82,82,154800,154400,31142,619358,594758,OK
711.88,TraderOne,Tick,1632,1714,-82,82,155000,154400,31142,619358,594758,OK
712.19,TraderOne,Tick,1632,1714,-82,82,154900,154400,31142,619358,594758,OK
712.66,TraderOne,Tick,1632,1714,-82,82,154900,154400,31142,619358,594758,OK
712.66,TraderOne,Tick,1632,1714,-82,82,154900,154400,31142,619358,594758,OK
712.97,TraderOne,Tick,1632,1714,-82,82,154800,154400,31142,619358,594758,OK
713.28,TraderOne,Tick,1632,1714,-82,82,154800,154400,31142,619358,594758,OK
713.6,TraderOne,Tick,1632,1714,-82,82,154700,154400,31142,619358,594758,OK
713.6,TraderOne,Tick,1632,1714,-82,82,154700,154400,31142,619358,594758,OK
714.07,TraderOne,Tick,1632,1714,-82,82,154700,154400,31142,619358,594758,OK
714.07,TraderOne,Tick,1632,1714,-82,82,154700,154200,31142,619358,594758,OK
714.38,TraderOne,Tick,1632,1714,-82,82,154700,154200,31142,619358,594758,OK
715.0,TraderOne,Tick,1632,1714,-82,82,154500,154000,31142,619358,594758,OK
715.16,TraderOne,Tick,1632,1714,-82,82,154500,154100,31142,619358,594758,OK
715.47,TraderOne,Tick,1632,1714,-82,82,154500,153900,31142,619358,594758,OK
715.78,TraderOne,Tick,1632,1714,-82,82,154500,153900,31142,619358,594758,OK
716.1,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
716.1,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
716.41,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
716.88,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
717.03,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
717.19,TraderOne,Tick,1632,1714,-82,82,154400,153900,31142,619358,594758,OK
717.66,TraderOne,Tick,1632,1714,-82,82,154400,153700,31142,619358,594758,OK
717.66,TraderOne,Tick,1632,1714,-82,82,154400,153700,31142,619358,594758,OK
718.13,TraderOne,Tick,1632,1714,-82,82,154200,153700,31142,619358,594758,OK
718.44,TraderOne,Tick,1632,1714,-82,82,154200,153700,31142,619358,594758,OK
718.44,TraderOne,Tick,1632,1714,-82,82,154200,153700,31142,619358,594758,OK
718.6,TraderOne,Tick,1632,1714,-82,82,154200,153700,31142,619358,594758,OK
719.07,TraderOne,Tick,1632,1714,-82,82,154200,153600,31142,619358,594758,OK
719.38,TraderOne,Tick,1632,1714,-82,82,154200,153600,31142,619358,594758,OK
719.38,TraderOne,Tick,1632,1714,-82,82,154200,153600,31142,619358,594758,OK
719.85,TraderOne,Tick,1632,1714,-82,82,154300,153800,31142,619358,594758,OK
720.16,TraderOne,Tick,1632,1714,-82,82,154300,153800,31142,619358,594758,OK
720.16,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
720.47,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
720.63,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
720.94,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
721.1,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
721.41,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
721.72,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
722.03,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
722.19,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
722.5,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
722.66,TraderOne,Tick,1632,1714,-82,82,154000,153700,31142,619358,594758,OK
722.97,TraderOne,Tick,1632,1714,-82,82,154000,153700,31142,619358,594758,OK
723.13,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
723.44,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
723.6,TraderOne,Tick,1632,1714,-82,82,154100,153700,31142,619358,594758,OK
724.07,TraderOne,Tick,1632,1714,-82,82,153700,153000,31142,619358,594758,OK
724.07,TraderOne,Tick,1632,1714,-82,82,153700,153000,31142,619358,594758,OK
724.38,TraderOne,Tick,1632,1714,-82,82,153700,153000,31142,619358,594758,OK
724.69,TraderOne,Tick,1632,1714,-82,82,153500,153000,31142,619358,594758,OK
725.0,TraderOne,Tick,1632,1714,-82,82,153500,152900,31142,619358,594758,OK
725.47,TraderOne,Tick,1632,1714,-82,82,153400,152800,31142,619358,594758,OK
725.47,TraderOne,Tick,1632,1714,-82,82,153400,152800,31142,619358,594758,OK
725.94,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
725.94,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
726.1,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
726.57,TraderOne,Tick,1632,1714,-82,82,153100,152700,31142,619358,594758,OK
726.72,TraderOne,Tick,1632,1714,-82,82,153100,152700,31142,619358,594758,OK
726.88,TraderOne,Tick,1632,1714,-82,82,153100,152700,31142,619358,594758,OK
727.19,TraderOne,Tick,1632,1714,-82,82,153100,152700,31142,619358,594758,OK
727.35,TraderOne,Tick,1632,1714,-82,82,153100,152700,31142,619358,594758,OK
727.66,TraderOne,Tick,1632,1714,-82,82,153500,152700,31142,619358,594758,OK
728.13,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
728.13,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
728.44,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
728.75,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
729.07,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
729.22,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
729.38,TraderOne,Tick,1632,1714,-82,82,153000,152700,31142,619358,594758,OK
729.69,TraderOne,Tick,1632,1714,-82,82,153400,152700,31142,619358,594758,OK
730.0,TraderOne,Tick,1632,1714,-82,82,153400,152700,31142,619358,594758,OK
730.16,TraderOne,Tick,1632,1714,-82,82,153400,152700,31142,619358,594758,OK
730.47,TraderOne,Tick,1632,1714,-82,82,153400,152700,31142,619358,594758,OK
730.63,TraderOne,Tick,1632,1714,-82,82,153400,152900,31142,619358,594758,OK
730.94,TraderOne,Tick,1632,1714,-82,82,153400,152900,31142,619358,594758,OK
731.1,TraderOne,Tick,1632,1714,-82,82,153400,152900,31142,619358,594758,OK
731.57,TraderOne,Tick,1632,1714,-82,82,153400,152900,31142,619358,594758,OK
731.72,TraderOne,Tick,1632,1714,-82,82,153400,152900,31142,619358,594758,OK
732.19,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
732.19,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
732.35,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
732.66,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
732.82,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
733.13,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
733.44,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
733.91,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
733.91,TraderOne,Tick,1632,1714,-82,82,153100,152900,31142,619358,602958,OK
734.38,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
734.38,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
734.85,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
734.85,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
735.16,TraderOne,Tick,1632,1714,-82,82,153100,152800,31142,619358,594758,OK
735.47,TraderOne,Tick,1632,1714,-82,82,153600,152900,31142,619358,594758,OK
735.78,TraderOne,Tick,1632,1714,-82,82,153000,152900,31142,619358,611158,OK
736.25,TraderOne,Tick,1632,1714,-82,82,153000,152800,31142,619358,602958,OK
736.41,TraderOne,Tick,1632,1714,-82,82,153000,152600,31142,619358,594758,OK
736.72,TraderOne,Tick,1632,1714,-82,82,153000,152500,31142,619358,594758,OK
737.03,TraderOne,Tick,1632,1714,-82,82,153000,152500,31142,619358,594758,OK
737.35,TraderOne,Tick,1632,1714,-82,82,152800,152500,31142,619358,594758,OK
737.5,TraderOne,Tick,1632,1714,-82,82,152800,152500,31142,619358,594758,OK
737.66,TraderOne,Tick,1632,1714,-82,82,152800,152500,31142,619358,594758,OK
738.44,TraderOne,Tick,1632,1714,-82,82,153200,152500,31142,619358,594758,OK
738.44,TraderOne,Tick,1632,1714,-82,82,152700,152500,31142,619358,602958,OK
738.75,TraderOne,Tick,1632,1714,-82,82,152700,152500,31142,619358,602958,OK
738.91,TraderOne,Tick,1632,1714,-82,82,152700,152500,31142,619358,602958,OK
739.53,TraderOne,Tick,1632,1714,-82,82,152700,152100,31142,619358,594758,OK
739.85,TraderOne,Tick,1632,1714,-82,82,152700,152100,31142,619358,594758,OK
740.0,TraderOne,Tick,1632,1714,-82,82,152600,152100,31142,619358,594758,OK
740.47,TraderOne,Tick,1632,1714,-82,82,152600,152400,31142,619358,602958,OK
740.47,TraderOne,Tick,1632,1714,-82,82,152600,152400,31142,619358,602958,OK
740.63,TraderOne,Tick,1632,1714,-82,82,152600,152500,31142,619358,611158,OK
741.1,TraderOne,Tick,1632,1714,-82,82,152600,152500,31142,619358,611158,OK
741.25,TraderOne,Tick,1632,1714,-82,82,152600,152500,31142,619358,611158,OK
741.57,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
741.88,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
741.88,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
742.19,TraderOne,Tick,1632,1714,-82,82,152600,151800,31142,619358,594758,OK
742.66,TraderOne,Tick,1632,1714,-82,82,152600,151700,31142,619358,594758,OK
742.66,TraderOne,Tick,1632,1714,-82,82,152600,151700,31142,619358,594758,OK
742.97,TraderOne,Tick,1632,1714,-82,82,152600,151700,31142,619358,594758,OK
743.13,TraderOne,Tick,1632,1714,-82,82,152600,151700,31142,619358,594758,OK
743.44,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
743.6,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
743.91,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
744.22,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
744.38,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
744.69,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
744.85,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
745.16,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
745.47,TraderOne,Tick,1632,1714,-82,82,152600,151900,31142,619358,594758,OK
745.78,TraderOne,Tick,1632,1714,-82,82,152100,151900,31142,619358,602958,OK
745.94,TraderOne,Tick,1632,1714,-82,82,152100,151900,31142,619358,602958,OK
746.25,TraderOne,Tick,1632,1714,-82,82,152100,151800,31142,619358,594758,OK
746.57,TraderOne,Tick,1632,1714,-82,82,152100,151800,31142,619358,594758,OK
747.03,TraderOne,Tick,1632,1714,-82,82,152100,151900,31142,619358,602958,OK
747.19,TraderOne,Tick,1632,1714,-82,82,152100,151700,31142,619358,594758,OK
747.5,TraderOne,Tick,1632,1714,-82,82,152100,151700,31142,619358,594758,OK
747.82,TraderOne,Tick,1632,1714,-82,82,152200,151700,31142,619358,594758,OK
747.82,TraderOne,Tick,1632,1714,-82,82,152200,151700,31142,619358,594758,OK
748.28,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
748.44,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
748.6,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
748.91,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
749.07,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
749.38,TraderOne,Tick,1632,1714,-82,82,152000,151700,31142,619358,594758,OK
749.69,TraderOne,Tick,1642,1714,-72,72,151400,151700,30991,621509,643109,OK
750.16,TraderOne,Tick,1652,1714,-62,62,151400,151700,31294,623206,641806,OK
750.16,TraderOne,Tick,1652,1714,-62,62,151400,151700,31294,623206,641806,OK
750.63,TraderOne,Tick,1662,1714,-52,62,151000,151700,31143,-889643,642957,OK
750.63,TraderOne,Tick,1662,1714,-52,62,151000,151500,31143,-889643,640957,OK
750.94,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
751.25,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
751.41,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
751.72,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
751.88,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
752.19,TraderOne,Tick,1662,1714,-52,52,151000,151500,31143,625357,640957,OK
752.5,TraderOne,Tick,1662,1714,-52,52,151000,151700,31143,625357,640957,OK
753.13,TraderOne,Tick,1662,1714,-52,52,151000,151200,31143,625357,635757,OK
753.44,TraderOne,Tick,1662,1714,-52,52,151000,151000,31143,625357,625357,OK
753.44,TraderOne,Tick,1662,1714,-52,52,151000,151000,31143,625357,625357,OK
753.91,TraderOne,Tick,1662,1714,-52,52,151000,151000,31143,625357,625357,OK
754.07,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
754.22,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
754.69,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
754.69,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
754.85,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
755.16,TraderOne,Tick,1662,1714,-52,52,151000,151100,31143,625357,630557,OK
755.63,TraderOne,Tick,1662,1714,-52,52,151000,151200,31143,625357,635757,OK
755.78,TraderOne,Tick,1662,1714,-52,52,150800,151200,31143,625357,640957,OK
755.94,TraderOne,Tick,1662,1714,-52,52,150800,151200,31143,625357,640957,OK
756.41,TraderOne,Tick,1662,1714,-52,52,151400,151300,31143,625357,620157,OK
756.41,TraderOne,Tick,1662,1714,-52,52,151400,151100,31143,625357,609757,OK
757.03,TraderOne,Tick,1662,1714,-52,52,151400,151100,31143,625357,609757,OK
757.19,TraderOne,Tick,1662,1724,-62,62,151900,151100,30991,624509,605909,OK
757.66,TraderOne,Tick,1662,1724,-62,62,151900,151100,30991,624509,605909,OK
757.66,TraderOne,Tick,1662,1724,-62,62,151900,151100,30991,624509,605909,OK
758.13,TraderOne,Tick,1662,1724,-62,62,151900,151100,30991,624509,605909,OK
758.13,TraderOne,Tick,1662,1734,-72,62,151900,151100,30839,2139661,607061,OK
758.44,TraderOne,Tick,1662,1734,-72,72,151900,151100,30839,624661,603061,OK
758.75,TraderOne,Tick,1662,1734,-72,72,151900,151400,30839,624661,603061,OK
759.07,TraderOne,Tick,1662,1734,-72,72,151900,151400,30839,624661,603061,OK
759.22,TraderOne,Tick,1662,1734,-72,72,151900,151500,30839,624661,603061,OK
759.53,TraderOne,Tick,1662,1734,-72,72,151900,151500,30839,624661,603061,OK
759.85,TraderOne,Tick,1662,1734,-72,72,151900,151500,30839,624661,603061,OK
759.85,TraderOne,Tick,1662,1744,-82,72,151800,151500,30687,2139813,600213,OK
760.16,TraderOne,Tick,1662,1744,-82,82,151800,151500,30687,626813,602213,OK
760.63,TraderOne,Tick,1662,1744,-82,82,150900,151500,30687,626813,651413,OK
760.63,TraderOne,Tick,1662,1744,-82,82,150900,151500,30687,626813,651413,OK
760.94,TraderOne,Tick,1662,1744,-82,82,150900,151500,30687,626813,651413,OK
761.25,TraderOne,Tick,1662,1744,-82,82,150900,151300,30687,626813,651413,OK
761.57,TraderOne,Tick,1662,1744,-82,82,150900,151300,30687,626813,651413,OK
761.72,TraderOne,Tick,1662,1744,-82,82,151800,151300,30687,626813,602213,OK
762.03,TraderOne,Tick,1662,1744,-82,82,151800,151300,30687,626813,602213,OK
762.35,TraderOne,Tick,1662,1744,-82,82,151800,151000,30687,626813,602213,OK
